dialogue_id,company_author,created_at,n_turns,first_customer_msg,weak_label,predicted_intent,escalated_to_dm
630466,AskTarget,2017-11-22T13:20:01+00:00,2,The @116062 early access for RedCard holders sucks!  Thank goodness for early access at @127271 on Monday.,other,feature_request_or_praise,True
206920,AppleSupport,2017-09-26T06:07:03+00:00,4,"#iOS11 so many bugs, phone freezing, wifi switches on its own, battery drains fast #applesupport @AppleSupport",other,other,True
540036,UPSHelp,2017-12-02T12:47:38+00:00,2,"Hey, thanks @115817 for losing my iPhone package and emergency medical supply package all in one week! I’d trust a pigeon more than I’d trust you all with a package again.",delivery_order_status,delivery_order_status,True
141660,AskLyft,2017-11-24T11:40:19+00:00,2,Word to the wise ya'll... don't use @115879 during the holidays. Apparently they don't have anyone working if your ride has issues and their website links don't work. Uber irritated.,other,technical_issue,True
232812,GooglePlayMusic,2017-10-05T05:21:47+00:00,4,"If I listen to a podcast on the web, it won't sync my place on the app.  Is this a known issue?",other,other,False
435355,TMobileHelp,2017-10-10T16:39:34+00:00,2,@TMobileHelp can I buy the lgv30 at a TMobile location?,other,other,True
601954,hulu_support,2017-12-03T20:05:31+00:00,2,almost every live sporting event I try to watch has major streaming issues. It skips and jumps all over the place. This game is almost unwatchable because of it,other,other,False
60303,AppleSupport,2017-11-01T20:20:56+00:00,2,need help with Storage issues on my 6s. I’ve deleted pretty much everything and it’s still full with ‘other’ 🤔 https://t.co/eK6rmoRbyS,other,other,True
334989,Uber_Support,2017-10-07T19:40:33+00:00,2,Hey @115877 my food has been on it's way for over the original time and now it says 20 more mins. I know my food is going to be cold. 😒,other,other,False
412099,VerizonSupport,2017-10-10T00:27:47+00:00,10,@213314 @VerizonSupport #CHIvsMIN Is there a reason a @115722 customer cannot stream on mac on watch espn. Every week buffering.,other,other,False
693909,AmazonHelp,2017-11-23T14:51:41+00:00,3,Ojito con el detallazo de @AmazonHelp. Ni de coña me esperaba esto. Sois geniales. Mil gracias 🍄😄 https://t.co/mM5wEx2rnG,other,other,False
62832,ATVIAssist,2017-11-01T19:04:24+00:00,4,"if i pre order now, can I download it now so it’s ready to play 12am?",delivery_order_status,delivery_order_status,False
304789,AdobeCare,2017-11-09T15:36:54+00:00,10,@120148 Is it something on my PC or have the fonts in Premiere Pro's UI changed for CC 2018 version?,other,other,False
584656,AppleSupport,2017-12-02T19:04:11+00:00,6,"this keeps happening , any ideas? https://t.co/U9c3XRPf1k",other,other,True
458154,AmericanAir,2017-12-01T00:16:00+00:00,2,I would love to go to Charlotte to @21196 Championship game but @AmericanAir had economy flights from MIA at $1800. 🤔,other,other,False
568005,Tesco,2017-12-02T19:53:09+00:00,2,"Hi can someone DM me please, I’ve received awful service in one of your stores and I would really like to make a complaint please?? #awfulservice",complaint,complaint,True
774939,hulu_support,2017-10-11T02:40:29+00:00,2,Anyone else’s commercial-free @115940 plan insist on trying to play multiple commercials before every episode? P fun!,other,other,False
486144,AppleSupport,2017-12-01T12:38:43+00:00,3,"что вы сделали, что у меня в почту icloud ни один клиент не заходит, кроме мака?! Мне нужна почта на телефоне, а с Android я даже на icloud зайти не могу... Вы там все упали что ли?!",other,other,False
209522,GloCare,2017-10-04T16:10:42+00:00,8,"hello,  I didn't subscribe to any caller tune services, why did you guys deduct my credit of 50# ??",other,other,False
258979,TMobileHelp,2017-10-05T20:17:09+00:00,2,"I'm going to continue this until they ""upgrade"" the network. Phone is unusable &amp; it took three tries to even speedtest @115911 @115913 https://t.co/o7zcgp7Lgx",other,other,True
261369,Delta,2017-10-05T21:26:01+00:00,2,Just before slipping above the clouds after takeoff from PBI @Delta #TravelSeason #Florida https://t.co/YP8tEQrAQo,other,other,False
825374,McDonalds,2017-10-12T23:08:09+00:00,2,Craving a McDouble,other,other,False
120400,AmericanAir,2017-11-23T22:39:54+00:00,2,you changed schedule so now not legal connection at DFW by ONLY 1 minute. On 2/15 I need #1599/#2705 SNA to MIA.It was there few wks ago.Won't let me book now. PLEASE HELP. #givethanks#platinum/goldAAfamily,other,other,False
365036,hulu_support,2017-10-08T18:03:59+00:00,3,"switching between 2 live games, how do I default to live view and not where I last left off?",other,other,False
581547,ATVIAssist,2017-11-29T02:25:34+00:00,2,@115754 @129141 @231759 @116698 @115766 still broken when in a party https://t.co/lee1OsNkKq,technical_issue,technical_issue,False
509664,UPSHelp,2017-12-01T22:24:01+00:00,2,@UPSHelp you guys suck these days. Leaving heavy packages down by the road.  I miss the days when u actually delivered to my house. https://t.co/8dwJhUTaUq,other,other,False
187822,Kimpton,2017-09-30T22:31:59+00:00,2,QUEEN #LuLu🍋 kimpton @12357 I love her soooo much. ❤️❤️❤️ https://t.co/m5P6Nc0PCA,other,other,False
373663,AppleSupport,2017-10-08T23:36:09+00:00,2,"What the hell, @115858??? This is the second time my iTunes library has been erased while subscribed to Apple Music. Beyond mad 😡",other,other,True
777845,AmazonHelp,2017-10-12T03:39:18+00:00,4,hello ordered a 32-inch &amp; 49-inch Sanyo TVs on Oct 8. The TVs are not yet dispatched usual customary response about d delay (1/2),other,other,False
729149,AskeBay,2017-10-11T06:02:22+00:00,4,On you'll women blouses why do it say one price and then when chose a size the price go rocket,other,other,False
412444,AmericanAir,2017-10-09T23:26:27+00:00,2,"walked into the fresno airport to ""boomer sooner"" by an @AmericanAir employee. had a good chat and he even waived my bag fees. thank you sir",feature_request_or_praise,feature_request_or_praise,False
410096,AppleSupport,2017-10-09T23:16:51+00:00,2,okay @115858 my phone was on 10% YET IT STILL DIED LIKE WTF???,complaint,complaint,True
534217,AmazonHelp,2017-12-02T11:47:40+00:00,4,"Can’t use sane day or one day shipping in Houston (thrilled!) because my address is showing as a business, but I reside here. What can I do to fix this?",delivery_order_status,delivery_order_status,False
834563,Safaricom_Care,2017-10-13T07:53:35+00:00,2,please come and the safaricom booster at rapogi in migori county,other,other,True
632088,HPSupport,2017-10-03T15:03:12+00:00,3,HP 8600 printer wont accept cyan ink cartridge - I've tried 3 different cartridges; went thru 6 steps fr article  #hpsa #hpprnt,other,other,True
524704,Ask_Spectrum,2017-12-02T04:48:56+00:00,2,"please tell me why my internet cuts out 2, 3, 4 times a day every day, FFS.",other,other,True
148963,sainsburys,2017-11-24T13:19:01+00:00,5,local has stopped stocking extra thick double cream. Just in time for xmas. Thanks.,feature_request_or_praise,feature_request_or_praise,False
355309,AskTarget,2017-11-19T20:54:46+00:00,2,are Black Friday doorbusters also going to be available online?,other,other,False
13062,TacoBellTeam,2017-10-22T23:02:38+00:00,26,The world’s most powerful console is almost here.,other,other,True
356345,idea_cares,2017-10-01T09:01:38+00:00,4,DM PLEASE,other,other,False
127129,AskLyft,2017-11-24T03:09:32+00:00,3,Dear @115879,other,other,True
310299,Uber_Support,2017-10-07T01:32:55+00:00,2,"Horrifying experience on advance trip booking. Ride booked on Tue 3 Oct for Oct 4 2355hours, arbitrarily cancelled by Uber",other,other,True
410636,Delta,2017-10-09T23:31:40+00:00,2,It's good to be @115911 customer flying @delta #TMobileWingman https://t.co/kGpHaMufKe,other,other,False
104506,comcastcares,2017-11-30T12:04:11+00:00,5,just wondering why an emergency signal test runs then stays on so I have to reset my show on the xfinity tv pc app. When I hit resume it starts from the beginning instead of where i was at? Kind of seems pointless to have resume if it doesn’t work,account_access,account_access,True
277005,GWRHelp,2017-11-17T00:25:56+00:00,4,just left a bag on the 2341 from ealing to maidenhead - can you help? Thank you,feature_request_or_praise,feature_request_or_praise,False
425289,AskeBay,2017-10-10T02:44:42+00:00,2,thank you @115937 for lifting my lifetime ban after 7 years. im soooo sorry that i created an acct when i was underage,feature_request_or_praise,feature_request_or_praise,False
61149,Tesco,2017-11-01T19:06:14+00:00,7,bought this. Washed it after buying unused and its gone rusty! Didnt non stick!! Please explain https://t.co/ZLMcRzacpE,other,other,True
764000,ChipotleTweets,2017-10-11T21:07:33+00:00,2,i found a string in my bowl... https://t.co/f7CtG5yPkR,other,other,False
569680,Tesco,2017-12-02T20:27:41+00:00,3,Why did you change the recipe for this? It’s gross now and diner is ruined! :( It was perfect before! https://t.co/gYNP8g81ug,other,other,True
109306,Ask_Spectrum,2017-11-23T19:47:50+00:00,2,this is ridiculous https://t.co/T7nHqZVyV8,complaint,complaint,False
111046,AdobeCare,2017-11-23T19:53:35+00:00,5,"I'm having a little issue in InDesign when I'm in a document. It's ""buggy"" after I installed the new oS Sierra for Mac and updated InDesign with creativ cloud. Wondering if there is anything I can do with this? Just annoying to work with :/ https://t.co/DzXDLPDdcA",other,other,False
594804,AirAsiaSupport,2017-11-29T18:02:40+00:00,2,ทำไมทำการจองไม่ได้ทั้งที่ใส่ข้อมูลครบ,other,other,False
464632,GloCare,2017-12-01T03:08:18+00:00,4,I rẹceived new APNs as text messages. What's this about?,other,other,False
371919,Delta,2017-10-08T22:12:29+00:00,6,hey where is the TV located for my seats? 757-200 https://t.co/9Alzg14fl7,other,other,False
171296,AmericanAir,2017-11-24T21:55:53+00:00,3,Dick Fuck @AmericanAir HATES hard working Americans by delaying my flight by 3 hours. Sad!,other,technical_issue,False
485782,ChipotleTweets,2017-12-01T13:44:44+00:00,2,Living my most millennial life this morning and just putting @ChipotleTweets guacamole on my toast.,other,other,False
263222,XboxSupport,2017-10-05T04:31:08+00:00,2,Yo @178732 @31419 why was I tryna join yall party to talk shit and Xbox told me my gold membership had expired 😭😭😭,other,other,False
825725,hulu_support,2017-10-13T00:38:26+00:00,3,"I just activated my new Apple TV 4k, and my live channels arent listed in hulu :( did I miss a step?",other,other,False
679764,JetBlue,2017-10-05T17:05:55+00:00,2,When @JetBlue tells you that you can have as many snacks as you want - https://t.co/ytdXjaIE8J,other,other,False
108335,Tesco,2017-11-23T18:29:27+00:00,2,- every little helps.. but my car having a lesson in the fine art of glass blowing is not a helpful thing 🙄 https://t.co/BwrKxynSEC,other,other,False
383618,SouthwestAir,2017-10-17T19:28:37+00:00,2,Booooooo @Delta .... Thank god @SouthwestAir flys out of Atlanta now.,other,feature_request_or_praise,False
1377,ChipotleTweets,2017-10-31T22:11:30+00:00,2,aye can i do double meat for my boorito and still only pay $3?,other,other,False
401322,McDonalds,2017-10-08T07:28:59+00:00,2,"I'm at McDonald's in Herndon, VA https://t.co/KiMD9RW445",other,other,False
204086,NikeSupport,2017-10-03T11:44:55+00:00,5,new version of app + Apple Watch with gps + airpods. no countdown or voice over. Any ideas???,other,other,False
165438,BofA_Help,2017-11-24T19:45:07+00:00,3,I want everyone on the planet to know how horrible of a company they are! They couldn't do ANYTHING to unfreeze my account and now I have no access to my account until a new card is issued which could be as late as Tuesday. https://t.co/WQtUPcNsKs,other,other,False
610823,DropboxSupport,2017-11-21T18:06:27+00:00,4,I upgraded my account to dropbox plus yet I am still getting messages on my computers saying I am out of space.  How can I get all of my files online and then do selective sync for each computer?,other,other,False
115628,AskPayPal,2017-11-22T17:24:31+00:00,2,"Is there a way to confirm my identity via email instead of SMS? My phone number is currently inactive as I'm abroad, and that's your reason to do the security check again. https://t.co/Ebw8LzS6YH",other,other,False
462402,TacoBellTeam,2017-12-01T02:33:37+00:00,7,"- We have been in the drive thru for 36 mins waiting for our food!! Boxed in and still 3 cars from the window. Plus they don’t have any nacho cheese, onions, or fire sauce! This is an epic fail! #hangry",other,other,False
819754,AskeBay,2017-10-12T20:17:51+00:00,5,CSRs don't let people post items for charity to assist victims of the National tragedy when you follow the rules. Learn your policies!,other,other,True
23236,AskPlayStation,2017-11-26T00:14:40+00:00,2,why won’t my account let me change the profile picture from the PlayStation app it won’t let me chose the ones in my phone,other,account_access,False
789846,Ask_Spectrum,2017-10-12T11:33:28+00:00,2,Is there a known issue with authenticating Spectrum through TV channel apps? Getting an ELI-9000 error message on every app.,technical_issue,technical_issue,True
552052,AppleSupport,2017-12-02T15:08:29+00:00,2,needs to get their stuff together! Every update has new glitches! This new one is draining my battery like crazy. I guess it’s an improvement over the freezing screen 😒,other,other,True
360361,British_Airways,2017-10-08T13:34:54+00:00,2,can you tell me if I can extend my ticket,other,other,True
454782,AmericanAir,2017-11-30T22:59:39+00:00,2,Shoutout to @AmericanAir for managing to have the nastiest plane I’ve ever been on. I thought airlines clean the planes between flights???,other,other,True
756620,comcastcares,2017-10-11T18:24:38+00:00,3,I hate how I can’t use my @115900 sign-in on the @136756 app on Xbox One. What gives?,complaint,complaint,True
706834,AmazonHelp,2017-10-10T19:16:15+00:00,8,"Hello, I am trying to set up calling and texting between Alexas, but when I enter the verification code it says... (1/2)",other,other,False
771277,AsurionCares,2017-10-11T22:23:02+00:00,3,"hey, got a repair earlier and phone takes forever to load and open apps if at all and speaker doesnt work... what do i do?",technical_issue,technical_issue,True
458086,SpotifyCares,2017-11-30T23:55:16+00:00,2,"please, bring lyrics for the musics on the app for Android, we need this soooo much :(((",other,other,False
401732,Delta,2017-10-09T18:50:22+00:00,2,It’s the little things that make me happy! Thank you @Delta #keepclimbing #tiffanystravels https://t.co/y075XA2Qg5,feature_request_or_praise,feature_request_or_praise,False
292589,BofA_Help,2017-10-06T16:29:21+00:00,3,Nice practiced speech by manager Maria telling me they don't train their staff correctly! Fees more important than guests?,other,other,False
809151,MicrosoftHelps,2017-10-12T16:26:58+00:00,9,I can’t log into my laptop 😑 cuz Microsoft keep telling me to enter the password AFTER I put in the correct password @MicrosoftHelps,account_access,account_access,False
85959,JetBlue,2017-11-30T21:53:40+00:00,4,hello @JetBlue. I need two tickets tomorrow RT from JKF to LAX to go see alana do a think or something https://t.co/CM1CsuNpaR,other,other,False
164964,AmazonHelp,2017-11-24T19:48:29+00:00,2,"I rarely make a point of publicly saying how awful a companies service is, but yours seriously tops it all. Refund my prime membership, your amazon logistic drivers all need to get eye tests, can't read bloody road signs.",billing_refund,billing_refund,True
199664,AmazonHelp,2017-10-02T21:37:36+00:00,6,"Cher @120533, je vais acheter mes livres chez @6326. Depuis 2 semaines il est impossible trouver un Locker vide  proche à La Defense.",other,other,False
436582,AmericanAir,2017-10-10T16:55:36+00:00,2,"Hey @AmericanAir, your crew on 2269 and 2526 (same crew) today is pretty awesome. 👍🏻✈️",feature_request_or_praise,feature_request_or_praise,False
193322,HPSupport,2017-10-04T05:06:22+00:00,4,[TYPE YOUR QUESTION HERE] #hppsdr #ijkhelp,other,other,True
189747,SpotifyCares,2017-10-04T22:37:44+00:00,4,r u guys okay https://t.co/maSPXok9Ms,other,other,True
538613,AmazonHelp,2017-12-02T14:11:41+00:00,2,Amazon Prime Now just delivered me groceries from Sprouts. Everything was in top notch form and prices cheap. What a life,other,other,False
119810,British_Airways,2017-11-23T21:34:27+00:00,2,"Hi, I flew with aer lingus in early october. i added the ba number, but nothing has shown up on my executive account.",other,other,False
812044,sainsburys,2017-10-12T08:46:29+00:00,8,this lovely brown blob of gunge is not what I expected to find in my Sainsbury's Bacon crisps this morning. https://t.co/8AyWvgpDxI,other,other,True
380572,AmericanAir,2017-10-09T08:38:36+00:00,4,"Hello, I have a flight booked with yourselves tomorrow (booking through BA) but it won't allow me to check in online?",other,other,False
256057,XboxSupport,2017-10-05T18:30:49+00:00,5,tenho uma idea sobre um otimo jogo para xbox e para melhorar+ainda o controle do xbox one se interessar chamar no 62985907646,other,other,False
599207,ChipotleTweets,2017-12-03T19:51:25+00:00,4,Hey @ChipotleTweets you guys should buy a CFB bowl game sponsorship and call it the Chipotle Burrito Bowl. Send me buy one-get ones when you do it. Thanks,feature_request_or_praise,feature_request_or_praise,False
833162,AmazonHelp,2017-10-13T06:20:59+00:00,2,The bull-shit. Group of dacoits.,other,other,False
777064,ChipotleTweets,2017-10-12T03:22:37+00:00,2,Lola with the first post-exam @ChipotleTweets tacos! YES LOLA! #GMG #GoLolaGo https://t.co/b5MqwTRLE4,other,other,False
704470,AppleSupport,2017-11-23T18:26:15+00:00,3,"I have an iPhone for work that was brand new, sealed in the box with the plastic when I received it. It's now saying someone used find my iPhone and it wants a password to use it? Lots of Import work information I can't access now. #Help ?",account_access,account_access,True
521221,TMobileHelp,2017-10-05T00:28:03+00:00,8,H2O mobile just offered me $30/month for 3gb + unlimited everything. As good or better coverage on ATT network!,other,other,True
610444,ChaseSupport,2017-11-22T09:53:38+00:00,4,"I saw that I have, an overdraft fee, but so some reason I haven’t been getting immediate  notifications that my account is overdrafted. Then I got a notification this morning and went to transfer money and saw I had a fee.",other,billing_refund,True
429971,AmazonHelp,2017-10-10T14:17:47+00:00,2,"Reschedules are not maintained,Amazon agent doesn't pick up,delivery guy is given wrong route.Very Unhappy with the service",other,other,False
362772,SouthwestAir,2017-10-08T18:25:47+00:00,2,Beautiful sunset in BOS headed out to BNA on a comfortable and spacious 737-800. https://t.co/IXuki6RJqE,other,other,False
517002,JetBlue,2017-12-02T00:32:49+00:00,2,directtv not working on my flight,technical_issue,technical_issue,False
565141,XboxSupport,2017-12-01T23:20:05+00:00,3,"The first part of the mega update is complete! The map is now 4x larger with a ton more stuff to do and secrets to find! I will not be releasing it until I am done with the entire update though so hang tight! Use Secret Code ""muchmoremap"" for 250 Rubies!",other,other,False
254277,McDonalds,2017-10-05T17:45:13+00:00,2,Thank GOD plainfield mcdonalds has decent sweet tea,other,feature_request_or_praise,False
588780,AmazonHelp,2017-12-03T16:00:04+00:00,2,help I can't connect the echo dot to my wifi try everything!!!,other,other,False
430177,AppleSupport,2017-10-10T10:26:03+00:00,5,iOS 11.0.2 drains my battery. 90 minutes of use and down to 50%. What the actual fuck? @115858 needs to sort this out.,other,other,True
263418,TacoBellTeam,2017-10-05T22:08:51+00:00,2,half my order was missing including my receipt :(,delivery_order_status,delivery_order_status,True
527096,AmazonHelp,2017-12-02T07:36:03+00:00,2,wheres my kindle?,other,other,False
168227,ArgosHelpers,2017-11-24T20:36:35+00:00,2,I just returned  something I had delivered. I never got any paperwork to acknowledge the item had been collected.  Is this normal? ?,other,other,True
515817,hulu_support,2017-12-01T21:23:48+00:00,2,"Why do I pay more for my @115940 account than I do for my @116602 account, yet Hulu has fucking commercials?? SOOOO ANNOYING HULU. Canceling this shit.",other,other,False
554055,askvisa,2017-11-30T09:40:43+00:00,2,hi I am using India card in Kazakhstan. Please help me with Visa atm in kazak. So that I can reduce some charges. I have free 4 txns in VISA atm. Which bank I can use in Kazakhstan,other,other,False
312635,TMobileHelp,2017-10-07T04:19:43+00:00,2,hi I have a question can you help?,other,other,True
680287,VirginTrains,2017-11-23T08:22:51+00:00,2,Fair play to @VirginTrains  even tough we are running 30 minutes late they continue to announce stations as if nothing is wrong. Arrived at NEC announced Coventry 🙃,other,other,False
660701,AmericanAir,2017-11-22T23:49:07+00:00,2,when did you impose a two drink limit in your first class cabins?  OKC to ORD.,other,other,False
800399,AppleSupport,2017-10-12T14:21:50+00:00,2,"when you use Siri on watch OS 4 to start a timer, and you are using the Siri watch face, the timer “card” never shows up.",other,other,False
117004,VerizonSupport,2017-11-21T23:48:02+00:00,11,Because McDonalds knows I can go to Burger King instead.,other,other,False
787369,AskCiti,2017-10-07T23:31:45+00:00,2,possible phishing attack https://t.co/alObSKn6P3,other,other,False
500472,British_Airways,2017-12-01T19:03:04+00:00,4,",. LHR-OSL , BA0768 BAEC Gold, not funny. “Last bag on belt reported”, mine not there. Go to Baggage service, no record of bag. Start to fill form, told to to go back, bag there. Is this an attempt to give passengers a fright ?? Not funny!",other,other,False
389740,AppleSupport,2017-10-09T14:29:22+00:00,2,iOS 11.1 battery life on iPhone 7 Plus is terrible. What’s going on? #iOS11,complaint,complaint,True
158259,Ask_Spectrum,2017-11-24T17:49:42+00:00,2,"Any word on Spectrum outage in Farmington Hills, MI? Service cut out at 12:23 it looks like. Power cycled the modem and same result.",other,other,True
262187,AmazonHelp,2017-10-05T18:51:01+00:00,3,"One of my biggest problems with TNF is that I never know what channel it's on. CBS, NBC, NFLN, Amazon, Twitter, Facebook? Idk",other,other,False
308270,Uber_Support,2017-10-07T00:16:27+00:00,4,how can you cancel my taxi and still charge me?,billing_refund,billing_refund,False
806206,sainsburys,2017-10-11T12:04:13+00:00,9,This is awful @sainsburys Frome whatever happened to the lighter granola with the strawberries guys! #Birdseed #Jordans https://t.co/GcPfS8Txmc,complaint,complaint,False
395467,AmazonHelp,2017-10-09T17:30:22+00:00,4,"Bueno, @137605 que excusa me vais a dar hoy para que el paquete 6358351__credit_card__ no me llegue a casa.",other,other,False
148289,AppleSupport,2017-11-24T09:16:06+00:00,5,I backed up my old iPhone and installed it on my new iPhone X and since the Animoji is not showing. I tried downloading it from the iMessage App Store and now it shows that I’ve downloaded it from the store but checking iMessage I don’t see it where it should be at,other,other,True
586005,GWRHelp,2017-12-03T14:27:47+00:00,4,why do you think it’s ok to put 2 carriages on when it’s a busy shopping day &amp; rugby day! Nearly couldn’t get of at my stop! 😡 https://t.co/qoiOI32MlP,other,other,False
461199,AmazonHelp,2017-12-01T02:21:28+00:00,5,well you have 40 mins for my guaranteed delivery. what a ripoff. Last time I'll pay for 1day shipping. Canceling membership,delivery_order_status,delivery_order_status,False
499496,Safaricom_Care,2017-12-01T18:37:01+00:00,3,"LL12GXE89C Confirmed. Ksh2,800.00 sent to GEORGE KARIUKI 0701525450 on 1/12/17 at 8:32 PM. New M-PESA balance is Ksh8,960.60. Transaction cost, Ksh55.00.",other,other,True
602251,AmazonHelp,2017-12-03T22:01:55+00:00,4,"Primera vez pidiendo en @116875 ❤️, no me falles por favor 🙏🏼🙊",other,other,False
760737,AskPayPal,2017-10-10T20:03:57+00:00,2,... holding my money that I am trying to get into my bank account is not good . Never had had a transfer pending like this .,other,other,True
704966,TMobileHelp,2017-10-06T03:08:37+00:00,6,being nice has gotten me NOWHERE with @115911 today @115913 your staff SUCKS after 21 minutes in hold my call gets disconnected ...,other,other,True
191312,comcastcares,2017-10-03T15:15:15+00:00,4,Crappy installation! Don’t trip over it! The installer said “ it has to be there...no instructions...#Comcast https://t.co/pjt49qxZC8,other,other,True
57850,marksandspencer,2017-11-01T16:06:28+00:00,3,sent something back for a refund on 11 October - how long does it take please? Ta,billing_refund,billing_refund,True
620236,Uber_Support,2017-11-22T17:24:41+00:00,2,hello looks like I have been charged twice for an order on my bank statement - order #FDE0F - amount £59.30 order pleaded 19/11/17 Email- __email__,billing_refund,billing_refund,False
296963,Safaricom_Care,2017-10-06T18:42:27+00:00,2,I want to make an inquiry from you...,other,other,False
541316,BofA_Help,2017-11-17T17:49:48+00:00,6,"Holidays are for honesty. So tell your friend how he really looks in that hat, and pay back your IOUs. #FriendsAgain https://t.co/kqQH4QoE4f",other,other,True
777013,hulu_support,2017-10-09T16:47:10+00:00,3,I got an offer for 1st mnth free &amp; 5.99 after that but when I try to redeem the 1st month free isn't there,other,other,False
646512,SW_Help,2017-11-22T18:32:03+00:00,2,"@119696 another #class707 journey this evening. These trains are awful. Too bright, too noisy, incredibly uncomfortable. I hate them. It makes commuting even more unpleasant. Can you accelerate their replacement?",complaint,complaint,False
316885,TMobileHelp,2017-10-27T07:47:24+00:00,2,Thanks @115911 I called in at 11:59Pm and Was able to preorder and receive on launch Date!!,feature_request_or_praise,feature_request_or_praise,False
605603,airtel_care,2017-11-21T20:49:07+00:00,7,your network has been very very bad for about 2 weeks now. Calls are not clear and internet is not working. Pls do something.,technical_issue,technical_issue,True
827832,TacoBellTeam,2017-10-13T01:59:56+00:00,2,"been in a @118625 drivethru for 30 mins, took them 10 to even come thru the headset i’m boycotting BYE",other,other,False
783187,Morrisons,2017-10-12T00:09:06+00:00,2,hi  just a observation  for yr cafe could yr workers in café wear clean aprons every day please as its not nice to c stained ones,other,other,False
789485,ATVIAssist,2017-10-12T05:27:12+00:00,18,i accidently bought dlc 4 on my xbox but i have had the season pass. I need help,other,other,False
447801,AskCiti,2017-09-25T20:00:01+00:00,3,Need a hand? Tweet @AskCiti &amp; we’ll get back to you. PS: Please don't post personal account info in the tweet. https://t.co/Bz3bXfnQWr,other,other,False
332389,AmazonHelp,2017-10-07T17:16:35+00:00,8,#Amazon Amazon India Thanks to start selling such type of useful gadgets. Thanks... https://t.co/tCnrvFRoxq,feature_request_or_praise,feature_request_or_praise,False
410708,AskPlayStation,2017-10-09T23:52:42+00:00,4,takes me out of the app fully was wondering what I could do to fix the issue just started happening today,other,other,False
301046,AmazonHelp,2017-10-06T20:43:08+00:00,2,Music and Books did not work actual on Echo in Germany - Did you know from this issue?,other,other,False
96600,NikeSupport,2017-11-29T12:29:33+00:00,8,"Hi My customised ""my plan""  workout had 21 workouts and its seems to have stopped at 18. Can you help. is there some kind of progress report at the end ""my plan?""",other,other,False
138870,KFC_UKI_Help,2017-11-24T10:17:25+00:00,3,Can the Festive Fries be obtained without purchasing A Festive Mighty Bucket for one in Cheltenham?,other,other,False
333886,CenturyLinkHelp,2017-10-07T18:54:58+00:00,3,Said this before but #CenturyLink techs and their #CustomerService are what you need for a business to run #CustomerExperience,other,other,False
648097,Ask_Spectrum,2017-11-22T18:56:20+00:00,2,Look it is like dial up speeds but slower! I know these are from three months ago but the problem hasn't gotten better despite multiple service techs... I have some newer ones if that will motivate someone to fix the problem #Spectrum https://t.co/mESdweJ21O,other,other,True
278898,TMobileHelp,2017-10-06T08:35:45+00:00,4,hasn't posted my bill yet. What can I do so I can pay my stuff off?,other,other,True
609192,British_Airways,2017-11-21T22:47:44+00:00,6,"SHOCKING service Orlando to London, no inflight entertainment for an 8 hour flight",other,other,True
466239,comcastcares,2017-11-18T15:40:35+00:00,7,"We’re proud to support #SmallBizSat on 11/25 and #smallbusinesses all year round. Dream Big, #ShopSmall. https://t.co/thJxcSO34g",other,other,True
245257,AppleSupport,2017-10-05T12:49:50+00:00,2,@AppleSupport has anyone else had a complaint about Bluetooth connection since ios11 update?,other,other,False
361755,AppleSupport,2017-10-08T15:28:14+00:00,3,Why is my iPad Air 2 showing a ‘1’ badge icon for an update but then showing iOS 10.3.3 is ‘Up to Date’?! https://t.co/6Z7OwKGXDD,other,other,False
507557,hulu_support,2017-12-01T16:08:22+00:00,2,I am using the hulu app on the fire stick with a last updated date of November 30th 2017. The app has crashed 5 times in a row while watching the TV show Marvel Runaways,other,other,False
678273,AmazonHelp,2017-11-23T07:14:02+00:00,2,昨日仕事から帰ったら、Amazonの段ボールが猫のお家になっててビックリw猫のご飯が届いたので、その箱で作ったみたい(￣▽￣;) https://t.co/mX26G3MYmf,other,other,False
663286,Walmart,2017-11-22T22:52:03+00:00,2,These are adorable! Perfect gift for my daughter! Meet the Enchantimals Dolls at Walmart (Perfect for Gift Giving) https://t.co/DEWEYK0Ul7 via @278064 #EnchantimalsAtWalmart,other,other,False
397220,Safaricom_Care,2017-10-09T16:25:01+00:00,5,I have sent money to someone around 6:57pm via MPESA and he claims not to have received it yet. Comfirm 0718 469 463,other,billing_refund,False
487671,AmazonHelp,2017-12-01T15:38:15+00:00,5,me lo procurate voi un lavoro che mi permetta di stare a casa tra le 14/15 visto che i vostri corriere consegnano in quell’orario?,other,other,False
387197,AmazonHelp,2017-10-07T14:18:03+00:00,7,"Wenn @124285 sagen, dass dein Paket bis heute 12.30 geliefert wird, es aber jetzt doch erstmal irgendwo zwischengelagert wird.",other,other,False
789465,Safaricom_Care,2017-10-12T11:34:54+00:00,2,Greetings.I've tried to replace my lost sim but the system won't do https://t.co/DyC7G3Q12A long will this be the case?,other,other,True
256289,comcastcares,2017-10-05T17:15:13+00:00,3,is there anyway @115900 customers can stream @165273 ?? @176963 are on at 4,other,other,True
797755,British_Airways,2017-10-12T12:37:55+00:00,2,Who can i speak too about executive club issues,other,other,False
789609,GreggsOfficial,2017-10-12T11:10:07+00:00,2,I like being on 1st Name terms with everyone in my local @GreggsOfficial 🐷,other,other,False
370606,Delta,2017-10-20T13:44:12+00:00,6,Love @24243 but hoping someday for a MHT&gt;MSP flight on @Delta. https://t.co/HAuU56BMl3,other,other,False
